	word	sent	sent_lemmatized	word_idx	adagram_sense	bert_sense
413	фигура	Потому что он не является такой инициативной фигурой / яркой фигурой / фигурой / которая стремится что-то сделать и что-то изменить .	потому что он не являться такой инициативный фигура / яркий фигура / фигура / который стремиться что-то сделать и что-то изменить .	7	2	0
414	фигура	А есть ли вообще у нас в правительстве такая фигура / которая может инициативу проявить и всё прочее .	а быть ли вообще у мы в правительство такой фигура / который мочь инициатива проявить и весь прочее .	9	2	1
415	карта	В ходе горных путешествий они прошли многие ущелья , перевалы , нанесли на карты хребты и вершины .	в ход горный путешествие они пройти много ущелье , перевал , нанести на карта хребет и вершина .	13	3	2
416	карта	"Кстати , во время ее посещения Сената выяснилось , что , "" утверждая "" воевод в провинции , сие высокое учреждение не располагало даже географической картой с нанесенными "" окружными городами "" - резиденциями воевод ."	"кстати , во время ее посещение Сенат выясниться , что , "" утверждать "" воевода в провинция , сей высокий учреждение не располагать даже географический карта с нанести "" окружной город "" - резиденция воевода ."	25	3	3
417	карта	Клубная карта .	клубный карта .	1	0	0
418	карта	"Казалось бы , он больше похож на другого обладателя той же "" клубной карты "" , Вацлава Клауса , тоже экономиста , тоже в социалистическую эпоху не диссидента и тоже затем премьера - реформатора ."	"казаться бы , он больше похожий на другой обладатель тот же "" клубный карта "" , Вацлав Клаус , тоже экономист , тоже в социалистический эпоха не диссидент и тоже затем премьер - реформатор ."	13	3	2
419	карта	"Для Гайдара та же историческая "" клубная карта "" не стала входным билетом ни в должностное сообщество министров и корпоративных магнатов , ни даже в обойму русских миллиардеров ."	"для Гайдар тот же исторический "" клубный карта "" не стать входной билет ни в должностной сообщество министр и корпоративный магнат , ни даже в обойма русский миллиардер ."	7	3	0
420	карта	Я посмотрел на карту - далеко !	я смотреть на карта - далекий !	3	0	3
421	карта	"Над Людиной койкой карта звездного неба , над Асиной - репродукция с картины Рембрандта "" Блудный сын "" ."	"над людин койка карта звездный небо , над Асин - репродукция с картина Рембрандт "" блудный сын "" ."	3	3	0
422	карта	Его холсты , на которых размазана яичница катастрофы , наглядны , как зрительные пособия - карты из школы Берлица .	его холст , на который размазать яичница катастрофа , наглядный , как зрительный пособие - карта из школа Берлиц .	15	3	2
423	карта	Я жадно изучаю историю с географией , я ищу этот город на карте - вот он , рядом с только что возникшей российско - эльфийской границей , на берегу залива .	я жадно изучать история с география , я искать этот город на карта - вот он , рядом с только что возникнуть российско - эльфийский граница , на берег залив .	12	3	1
424	карта	"Одна , игравшая в карты , сказала : "" Мне , девки , недельки три еще - и до свидания "" ."	"один , играть в карта , сказать : "" я , девка , неделька три еще - и до свидание "" ."	4	3	2
425	карта	Следователями была составлена карта , на которой могила Колчака была обозначена крестиком .	следователь быть составить карта , на который могила Колчак быть обозначить крестик .	3	0	0
426	карта	С его помощью сегодня восстанавливают карты , литографии , книги , которые раньше реставрировать не могли .	с его помощь сегодня восстанавливать карта , литография , книга , который рано реставрировать не мочь .	5	3	2
427	карта	Это настоящее белое пятно на геологической карте земли .	это настоящий белый пятно на геологический карта земля .	6	3	1
428	карта	Национальным ядерным центром к настоящему моменту сделаны магнитные , геологические , гидрогеологические карты полигона , но это загадочное явление с ними пока никак не состыковывается .	национальный ядерный центр к настоящий момент делать магнитный , геологический , гидрогеологический карта полигон , но этот загадочный явление с они пока никак не состыковываться .	12	3	2
429	карта	В зимний период составляются карты снежного покрова , а в теплое время года - карты состояния растительности и температуры подстилающей поверхности .	в зимний период составлять карта снежный покров , а в теплый время год - карта состояние растительность и температура подстилать поверхность .	4	3	2
430	карта	Это уникальное явление заставило астрономов прильнуть к телескопам , а астрологов - еще раз перечитать астральные карты .	этот уникальный явление заставить астроном прильнуть к телескоп , а астролог - еще раз перечесть астральный карта .	16	3	2
431	карта	Данные сейсморазведки наносятся на карты .	данные сейсморазведка наносить на карта .	4	3	2
432	карта	Так вот , такие карты существуют для всей территории России , кроме двух небольших слепых пятен , одно из которых приходится как раз на Медведицкую гряду !	так вот , такой карта существовать для весь территория Россия , кроме два небольшой слепой пятно , один из который приходиться как раз на Медведицкий гряда !	4	3	2
433	карта	За последние два года количество эмитированных в России пластиковых карт увеличилось примерно в два раза .	за последний два год количество эмитировать в Россия пластиковый карта увеличиться примерно в два раз .	9	3	3
434	карта	По данным правоохранительных органов , сегодня в среднем один из дюжины держателей пластиковых карт , увы , становится жертвой мошенников .	по данные правоохранительный орган , сегодня в среднее один из дюжина держатель пластиковый карта , увы , становиться жертва мошенник .	13	3	3
435	карта	"Российский разработчик систем оплаты по кредитным картам , компания "" Диасофт "" , утверждает , что хищение данных о владельцах и номерах карт в процессинговых центрах и банке - эмитенте происходит в единичных случаях и пресекается службами безопасности банка или процессингового центра ."	"российский разработчик система оплата по кредитный карта , компания "" Диасофт "" , утверждать , что хищение данные о владелец и номер карта в процессинговый центр и банк - эмитент происходить в единичный случай и пресекать служба безопасность банк или процессинговый центр ."	6	3	0
436	карта	Таким образом , тот короткий период времени , когда реквизиты карты находятся в нешифрованном виде на сайте , является на сегодняшний день единственным слабым звеном в цепи .	такой образ , тот короткий период время , когда реквизит карта находиться в нешифрованный вид на сайт , являться на сегодняшний день единственный слабый звено в цепь .	10	3	2
437	карта	И все же , можно ли полностью защитить реквизиты карты от хищения ?	и все же , можно ли полностью защитить реквизит карта от хищение ?	9	3	2
438	карта	В настоящее время для борьбы с этим явлением происходит постепенная замена стандартных карточек на высокотехнологичные чиповые карты , такие , например , как Visa VSDC .	в настоящий время для борьба с этот явление происходить постепенный замена стандартный карточка на высокотехнологичный чиповый карта , такой , например , как Visa VSDC .	16	3	2
439	карта	Несмотря на то , что себестоимость таких карт несколько дороже традиционных , они получают все большее признание среди клиентов банков , так как существенно повышают уровень безопасности электронных платежей .	несмотря на то , что себестоимость такой карта несколько дорогой традиционный , они получать все больший признание среди клиент банк , так как существенно повышать уровень безопасность электронный платеж .	7	3	3
440	карта	Окружной прокурор Квинса Ричард Браун объявляет о депортации из США группы нигерийцев , занимавшихся воровством реквизитов кредитных карт и изготовлением их фальшивых аналогов .	окружной прокурор Квинс Ричард Браун объявлять о депортация из США группа нигериец , заниматься воровство реквизит кредитный карта и изготовление их фальшивый аналог .	17	3	3
441	карта	Техническая безопасность использования карт основана большей частью на своевременном мониторинге транзакций - программном обеспечении , позволяющем отслеживать все действия , производящиеся держателем карты .	технический безопасность использование карта основать больший часть на своевременный мониторинг транзакция - программный обеспечение , позволять отслеживать весь действие , производить держатель карта .	3	3	3
442	карта	К примеру , если в течение часа с одной картой были проведены операции в нескольких банкоматах , то для службы безопасности это уже явный повод заподозрить факт мошенничества .	к пример , если в течение час с один карта быть провести операция в несколько банкомат , то для служба безопасность это уже явный повод заподозрить факт мошенничество .	9	3	3
443	карта	""" В мире есть страны , наиболее опасные для владельцев банковских карт ."	""" в мир быть страна , наиболее опасный для владелец банковский карта ."	11	0	3
444	карта	""" При обслуживании карт РОСБАНКа применяются все стандартные программные средства , используемые международными платежными системами для предотвращения случаев мошенничества ."	""" при обслуживание карта росбанк применяться весь стандартный программный средства , использовать международный платежный система для предотвращение случай мошенничество ."	3	3	3
445	карта	"Кроме того , мы используем специализированные программные и иные средства , в том числе постоянный мониторинг операций по картам банка , который проводится нашими сотрудниками , отвечающими за безопасность "" , - пояснил заместитель начальника управления банковских карт РОСБАНКа Игорь Зотиков ."	"кроме то , мы использовать специализировать программный и иной средства , в тот число постоянный мониторинг операция по карта банк , который проводить наш сотрудник , отвечать за безопасность "" , - пояснить заместитель начальник управление банковский карта росбанк Игорь Зотиков ."	18	3	0
446	карта	""" При внимательном отношении клиента и соблюдении всех рекомендаций банка по использованию платежных карт риск мошенничества с ними сведен к минимуму ."	""" при внимательный отношение клиент и соблюдение весь рекомендация банк по использование платежный карта риск мошенничество с они свести к минимум ."	13	3	3
447	карта	"К тому же технологии защиты постоянно совершенствуются , и жулики просто за ними не поспевают , то есть уровень защищенности клиентов банков по пластиковым картам неуклонно растет "" , - уверен вице-президент Собинбанка Олег Швецов ."	"к то же технология защита постоянно совершенствовать , и жулик просто за они не поспевать , то быть уровень защищенность клиент банк по пластиковый карта неуклонно расти "" , - уверенный вице-президент Собинбанк Олег Швецов ."	24	3	0
448	карта	Для этого , в частности , начинают использовать SMS - предупреждения для владельцев сотовых телефонов сразу после проведения операций по их пластиковым картам .	для это , в частность , начинать использовать смс - предупреждение для владелец сотовый телефон сразу после проведение операция по их пластиковый карта .	22	3	0
449	карта	Подобный метод позволяет отслеживать проведенные по карте транзакции и в случае мошенничества своевременно ее заблокировать .	подобный метод позволять отслеживать провести по карта транзакция и в случай мошенничество своевременно она блокировать .	6	3	1
450	карта	Прежде всего работники банка пытаются связаться с владельцем карты , для того , чтобы прояснить ситуацию : совершал ли он эту транзакцию или нет и где он в данный момент находится .	прежде все работник банк пытаться связаться с владелец карта , для то , чтобы прояснить ситуация : совершать ли он этот транзакция или нет и где он в данный момент находиться .	8	3	2
451	карта	"И третий шаг - внедрение систем , позволяющих вести постоянный мониторинг "" работы "" той или иной карты ."	"и третий шаг - внедрение система , позволять вести постоянный мониторинг "" работа "" тот или иной карта ."	17	3	2
452	карта	"Зато были наняты люди , которые занимались тем , что заходили в интернет - клубы и , имея на руках список номеров кредитных карт , "" выбивали "" эти номера , выступая как бы в качестве покупателей этой информации ."	"зато быть нанять человек , который заниматься то , что заходить в интернет - клуб и , иметь на рука список номер кредитный карта , "" выбивать "" этот номер , выступать как бы в качество покупатель этот информация ."	23	3	3
453	карта	"В случае с "" Инфолесом "" использовались номера кредитных карт , принимавшиеся к оплате на территории Кипра ."	"в случай с "" Инфолес "" использовать номер кредитный карта , приниматься к оплата на территория Кипр ."	9	3	3
454	карта	Дело в том , что на Кипре все платежи , сделанные по кредитным картам , стекаются в один авторизационный центр , где и сидел купленный клерк .	дело в то , что на Кипр весь платеж , делать по кредитный карта , стекаться в один авторизационный центр , где и сидеть купить клерк .	13	3	0
455	карта	Именно она принимает номер карты и производит ее авторизацию .	именно она принимать номер карта и производить ее авторизация .	4	3	2
456	карта	- Каким образом в руки мошенников может попасть конфиденциальная информация о картах ?	- какой образ в рука мошенник мочь попасть конфиденциальный информация о карта ?	11	3	0
457	карта	"Человек подходил , вставлял карту , набирал пин-код , после чего банкомат "" говорил "" : "" Извините , денег нет "" ."	"человек подходить , вставлять карта , набирать пин-код , после что банкомат "" говорить "" : "" извинить , деньги нет "" ."	4	3	3
458	карта	Человек вытаскивал карту и уходил .	человек вытаскивать карта и уходить .	2	0	3
459	карта	За тот месяц , что он простоял , была собрана солидная база по кредитным картам .	за тот месяц , что он простоять , быть собрать солидный база по кредитный карта .	14	3	0
460	карта	Зная номера карт с пин-кодами , мошенники могли наладить производство поддельных карточек , но их вовремя остановили .	знать номер карта с пин-код , мошенник мочь наладить производство поддельный карточка , но они вовремя остановить .	2	3	3
461	карта	"Последствия мошеннических действий для владельцев "" пластика "" могут быть следующими : хищение денег с карты , блокировка средств , хранящихся на кардсчете , изменение остатка по счету в минус ."	"последствие мошеннический действие для владелец "" пластик "" мочь быть следующий : хищение деньги с карта , блокировка средство , храниться на кардсчет , изменение остаток по счет в минус ."	15	3	2
462	карта	"При оплате в магазине или точке общепита не выпускать надолго карту из поля зрения , дабы с нее не сделали "" копию "" ."	"при оплата в магазин или точка общепит не выпускать надолго карта из поле зрение , дабы с она не делать "" копия "" ."	10	3	3
463	карта	"При "" походах "" в интернет-магазины лучше всего завести отдельную карту и переводить туда деньги понемногу , по мере необходимости ."	"при "" поход "" в интернет-магазин хорошо все завести отдельный карта и переводить туда деньги понемногу , по мера необходимость ."	10	3	3
464	карта	Если карту у вас украли или вы ее потеряли , также немедленно нужно известить банк - эмитент о происшедшем по телефону .	если карта у вы красть или вы она терять , также немедленно нужный известить банк - эмитент о произойти по телефон .	1	3	3
465	карта	Правда , в условиях обслуживания , как правило , значится , что держатель карты даже при утере или краже карты несет ответственность за любые операции по ней до того момента , пока банк не получит письменного уведомления о краже .	правда , в условие обслуживание , как правило , значиться , что держатель карта даже при утеря или кража карта нести ответственность за любой операция по она до тот момент , пока банк не получить письменный уведомление о кража .	13	0	2
466	карта	По нему банк лишь блокирует карту , и авторизация будет прекращена .	по он банк лишь блокировать карта , и авторизация быть прекратить .	5	0	3
467	карта	После этого в кредитное учреждение обязательно нужно отправить факс с сообщением об утрате карты .	после это в кредитный учреждение обязательно нужный отправить факс с сообщение о утрата карта .	13	0	2
468	карта	Для того , чтобы не остаться вообще без денег в загранпоездке , имеет смысл брать с собой две карты : по статистике около 30 - 35 процентов клиентов российских банков поступают именно так .	для то , чтобы не остаться вообще без деньги в загранпоездка , иметь смысл брать с себя два карта : по статистика около 30 - 35 процент клиент российский банк поступать именно так .	18	3	2
469	карта	Счет один , а управлять им можно двумя картами : если одну банк блокирует , остается возможность использовать вторую .	счет один , а управлять он можно два карта : если один банк блокировать , оставаться возможность использовать второй .	8	0	0
470	карта	"За вторую карту нужно платить , однако время от времени банки проводят акции по их бесплатной раздаче - при заключении договора клиент получает сразу два "" пластика "" ."	"за второй карта нужный платить , однако время от время банк проводить акция по их бесплатный раздача - при заключение договор клиент получать сразу два "" пластик "" ."	2	3	3
471	карта	Валяясь на диване с твердыми допотопными валиками , с просевшими пружинами , покуривая , поглядывал Денисов на карту полушарий и не одобрял расположения континентов .	валяться на диван с твердый допотопный валик , с просесть пружина , покуривать , поглядывать Денисов на карта полушарие и не одобрять расположение континент .	17	0	3
472	карта	Это Денисов страдает , словно от изжоги , целует Лору в темечко , уезжает к себе домой , заваливается на диван , под карту с полушариями , носками - к Огненной Земле , головой - под Филиппины , ставит пепельницу себе на грудь , окуривает холодные горы Антарктиды - ведь кто-то сидит же там сейчас , ковыряется в снежку во имя большой науки , - вот вам дымку , ребята , погрейтесь ; отрицает Австралию , ошибку природы , слабо мечтает о капитане : пора бы протечь , деньги - то все прожиты , - и снова о славе , о памяти , о бессмертии …	это Денисов страдать , словно от изжога , целовать Лора в темечко , уезжать к себя домой , заваливаться на диван , под карта с полушарие , носок - к огненный Земля , голова - под Филиппины , ставить пепельница себя на грудь , окуривать холодный гора Антарктида - ведь кто-то сидеть же там сейчас , ковыряться в снежок в имя большой наука , - вот вы дымок , ребята , погреться ; отрицать Австралия , ошибка природа , слабо мечтать о капитан : пора бы протечь , деньги - то весь прожить , - и снова о слава , о память , о бессмертие …	23	3	3
473	карта	Он дернул карту и вырвал пятую часть света вместе с Новой Зеландией .	он дергать карта и вырыть пятый часть свет вместе с новый Зеландия .	2	3	3
474	карта	Каково же было удивление ученых , когда , сверившись со старыми картами , они поняли , что нашли место , где в XVIII веке располагался знаменитый демидовский Азяш-Уфимский железоделательный и чугуноплавильный завод .	каков же быть удивление ученый , когда , свериться с старый карта , они понять , что найти место , где в xviii век располагаться знаменитый демидовский Азяш-Уфимский железоделательный и чугуноплавильный завод .	11	3	0
475	карта	Сомнения в том , что найден именно Азяш-Уфимский завод , окончательно рассеялись после того , как ученые сопоставили рельеф местности с архивными картами .	сомнение в то , что найти именно Азяш-Уфимский завод , окончательно рассеяться после то , как ученый сопоставить рельеф местность с архивный карта .	22	3	0
476	карта	К тому же для ученых было загадкой , почему найденный завод по современным картам расположен в месте слияния рек Шигир и Уфа , а название Азяш-Уфимский говорит о его близости к реке Азяш .	к то же для ученый быть загадка , почему найти завод по современный карта расположенный в место слияние река Шигир и Уфа , а название Азяш-Уфимский говорить о его близость к река Азяш .	13	3	0
477	карта	""" Построив карту нейтронной радиации Марса , мы можем сконструировать модель гидрологической эволюции планеты ."	""" строить карта нейтронный радиация Марс , мы мочь конструировать модель гидрологический эволюция планета ."	2	3	3
478	карта	Когда же на карте погоды появляются слабо выраженные признаки наступления атмосферного фронта , медики советуют людям с хроническими болезнями воздержаться от физических нагрузок .	когда же на карта погода появляться слабо выразить признак наступление атмосферный фронт , медик советовать человек с хронический болезнь воздержаться от физический нагрузка .	3	3	1
479	карта	По правилам Международного союза спелеологов , установление рекорда должно быть подтверждено подробной картой пещеры .	по правило международный союз спелеолог , установление рекорд должен быть подтвердить подробный карта пещера .	12	3	3
480	карта	А в новых вещах процесс внедрения - это отнюдь не передача устройств , технологических карт , это прежде всего обучение новой идеологии .	а в новый вещь процесс внедрение - это отнюдь не передача устройство , технологический карта , это прежде все обучение новый идеология .	14	3	3
481	карта	Под их диктовку Австро-Венгерская империя вообще исчезла с карты Европы , а Болгария и Турция лишились значительных территорий .	под их диктовка австро-венгерский империя вообще исчезнуть с карта Европа , а Болгария и Турция лишиться значительный территория .	8	3	2
482	карта	"Теперь нацистов всячески заманивали в правительство , но Гитлер отвергал предложения , заявляя о намерении самому сформировать кабинет : "" Я ставлю на карту не только свое имя , но и судьбу движения ."	"теперь нацист всячески заманивать в правительство , но Гитлер отвергать предложение , заявлять о намерение сам сформировать кабинет : "" я ставить на карта не только свой имя , но и судьба движение ."	23	3	3
483	карта	Но мышление у меня в основном было производственное : вовремя написать отчет , составить хорошую геологическую карту , а значит , разобраться в структуре региона , определить стратиграфию осадочных пород и последовательность событий магматизма .	но мышление у я в основной быть производственный : вовремя писать отчет , составить хороший геологический карта , а значит , разобраться в структура регион , определить стратиграфия осадочный порода и последовательность событие магматизм .	16	3	3
484	карта	С помощью такой доски лектор может продемонстрировать студентам графики , диаграммы , карты , таблицы , представленные в электронном виде , показать видеоролики или учебные фильмы .	с помощь такой доска лектор мочь демонстрировать студент график , диаграмма , карта , таблица , представить в электронный вид , показать видеоролик или учебный фильм .	12	3	2
485	карта	"Плюс к тому , чтобы укрепить авторитет нового вождя , старый вождь ниспровергался , так сказать , с запасом ( "" В военных делах он ничего не смыслил , он чуть ли не с глобусом выходил , когда ему докладывали обстановку , он из-за голенища вытаскивал карту , на которой был помещен чуть ли не весь мир "" ) ."	"плюс к то , чтобы укрепить авторитет новый вождь , старый вождь ниспровергать , так сказать , с запас ( "" в военный дело он ничто не смыслить , он чуть ли не с глобус выходить , когда он докладывать обстановка , он из-за голенище вытаскивать карта , на который быть поместить чуть ли не весь мир "" ) ."	46	3	3
486	карта	Пожалуй , мишень и дротики позволяют играть в не меньшее количество игр , чем колода карт .	пожалуй , мишень и дротик позволять играть в не меньший количество игра , чем колода карта .	15	3	3
487	карта	"Психолог составляет "" карту "" личности ."	"психолог составлять "" карта "" личность ."	3	3	3
488	карта	"Нетрудно ( и логично ) предположить , что в многомастном кадровом пасьянсе , который разложил перед собой Путин перед выбором своего сменщика , присутствовала не одна только карта под названием "" Медведев "" ."	"нетрудный ( и логичный ) предположить , что в многомастный кадровый пасьянс , который разложить перед себя Путин перед выбор свой сменщик , присутствовать не один только карта под название "" Медведев "" ."	27	3	0
489	карта	Далее - про измерения , потемповые показатели , соотносительный динамический анализ , карты - планы , уровни , характеристики достижений .	далее - про измерение , потемповый показатель , соотносительный динамический анализ , карта - план , уровень , характеристика достижение .	12	3	2
490	карта	Это способно привести и к серьезному прорыву в медицине , когда врачи , изучив индивидуальную карту генома пациента , смогут избавлять его даже от тех болезней , которые еще не развились в нем - но к которым он обнаруживает склонность .	это способный привести и к серьезный прорыв в медицина , когда врач , изучить индивидуальный карта геном пациент , мочь избавлять он даже от тот болезнь , который еще не развиться в он - но к который он обнаруживать склонность .	15	3	3
491	карта	Хоть я и не суеверный человек , но если мне подряд раздают четыре сильные карты и мне до флеш-рояля не хватает лишь одной , я буду ждать пятую карту и сброшу те комбинации , которые у меня уже были собраны .	хоть я и не суеверный человек , но если я подряд раздавать четыре сильный карта и я до флеш-рояль не хватать лишь один , я быть ждать пятый карта и сбросить тот комбинация , который у я уже быть собрать .	14	0	2
492	карта	Вся жизнедеятельность организма немедленно и незаметно для тебя фиксируется , анализируется , копится в досье , базах данных , протоколах , приобщается к личному делу , вписывается в карту испытателя - добровольца .	весь жизнедеятельность организм немедленно и незаметно для ты фиксироваться , анализировать , копиться в досье , база данные , протокол , приобщаться к личный дело , вписываться в карта испытатель - доброволец .	28	0	3
493	карта	Их изображения встречались на гадальных картах и старинных гравюрах .	они изображение встречаться на гадальный карта и старинный гравюра .	5	3	0
